cluster,range,n_bins,Rmin_arcsec,Rmax_arcsec,Rmin_Rh,Rmax_Rh,KAP,KAP_err_analytic,KAP_resample_std,KAP_SNR,KAP_class,GKI,GKI_err,GKI_resample_std,GKI_SNR,GKI_sign_class,R2_GKI,chi2nu_GKI,delta_BIC_slope_minus_const,beta_min,beta_max,beta_var,mean_beta_err2,Ds_raw,Ds_corr,minus_beta_norm_wmean,minus_beta_norm_dispersionweighted,KAP_minus_minus_beta_norm_wmean
NGC6388,R_le_Rh,13,6.4747,46.4154,0.1343404427199211,0.9630508571860048,-0.0258085490543313,0.0155764381769363,0.0152404709033416,1.6568967026457582,ISOTROPIC,-0.1686922246455492,0.0238323944768218,0.0226226875462493,7.078274271165262,NEGATIVE,0.8281568462460748,0.9451086249031484,-47.537017300378906,-0.0577202723246743,0.1987872267592545,0.0079844020493511,0.0151659395533368,0.2229747437472723,0.0,-0.0251384055942262,-0.0258085490543313,-0.000670143460105
NGC6441,R_le_Rh,5,7.0728,32.2578,0.2039766555635376,0.9303017418614248,-0.0215549353789153,0.0366054461090012,0.036490597802475,0.5888450400175571,ISOTROPIC,-0.035619040932107,0.0493628609961166,0.0495289719502822,0.7215756990849692,CONSISTENT_WITH_ZERO,0.3542406365006851,0.316384264455181,1.088766422924108,-0.2712337899398418,0.1166826841539941,0.0226884256501985,0.0488592658558797,0.7190135355294903,0.0,-0.0215200170262739,-0.0215549353789153,-3.4918352641410966e-05
NGC6541,R_le_Rh,16,3.7535,59.5946,0.0604727966323899,0.9601311112797724,-0.0046811082134597,0.0194917997686037,0.0190156908097367,0.2401578237531362,ISOTROPIC,-0.1128232990683513,0.0137873082317579,0.0129358248746193,8.183127349577338,NEGATIVE,0.8640022164369656,0.7528831163399552,-64.19098449716248,-0.4145513112285985,0.2390221819827976,0.0362770192237429,0.0251863322532477,2.471000056418349,0.7554393584761675,0.0001806719587502,-0.0046811082134597,-0.00486178017221
NGC6624,R_le_Rh,13,3.7576,41.1751,0.0859429888164996,0.9417477003455008,-0.0143256544342261,0.0277026733238836,0.0273078339732675,0.5171217328645104,ISOTROPIC,-0.156960927747718,0.0207168539864087,0.0191356347213329,7.576484723534368,NEGATIVE,0.8169279514564085,1.169448507744175,-54.8381714084862,-0.3528494542528047,0.3198001913061962,0.0418187339022939,0.038242787436902,1.7191206105211765,0.1470030939994205,-0.0142944530047532,-0.0143256544342261,-3.120142947288761e-05
NGC6637,R_le_Rh,17,3.7959,55.0196,0.0679613794968061,0.9850649161891708,-0.0033742179140197,0.0211269468984068,0.0211586525212464,0.1597115726302218,ISOTROPIC,-0.1135327432494515,0.016945002526107,0.015909088400672,6.700072370867598,NEGATIVE,0.7093342408745906,1.226339390336735,-42.05775643080809,-0.4278224648089628,0.3442521266540642,0.044056452138853,0.0294910571465216,3.2941329670327955,1.0890651764439256,0.0049173796486609,-0.0033742179140197,-0.0082915975626807
NGC6681,R_le_Rh,10,2.8798,44.0388,0.0605004888533359,0.9251923496472982,-0.011207886579491,0.0282222575149356,0.0277202422593868,0.3971293428089373,ISOTROPIC,-0.1141837382957754,0.017342093701379,0.0168941727688396,6.584195672215487,NEGATIVE,0.8762790849617216,0.7650963819503751,-41.04904755702764,-0.2631372856135954,0.1800483600967202,0.0234853268066371,0.0304408063551736,1.1073864771300928,0.0,-0.0068559261173627,-0.011207886579491,-0.0043519604621282
NGC6715,R_le_Rh,7,7.7625,26.2798,0.2762602536981566,0.9352739729644852,-0.0699969640595616,0.0344201148105419,0.033651112917698,2.0336063503810142,RADIAL,-0.2283846239482974,0.0479905024161102,0.048632569150758,4.758954635816218,NEGATIVE,0.9068140634642368,0.4654630951295891,-20.70173907670056,-0.070154577883472,0.4063423810803547,0.0323220999611607,0.0254888554296037,0.4040415825917513,0.0854187982242596,-0.0734784320236564,-0.0699969640595616,0.0034814679640947
NGC6723,R_le_Rh,11,10.1496,84.6906,0.111796320906931,0.932854249960642,-0.0550756287060496,0.0324613452324506,0.0313107872580605,1.6966526898889018,ISOTROPIC,-0.1104185763894711,0.0265108841736362,0.0239905390984227,4.165028056637848,NEGATIVE,0.6175913650523448,1.1934928680599546,-14.949563439781477,-0.2257653061224487,0.4933910034602077,0.0497974911272489,0.0392701999012806,0.7652248947480333,0.1617701040357312,-0.0479436552408643,-0.0550756287060496,-0.0071319734651853
NGC7078,R_le_Rh,11,3.8931,38.6231,0.0995780118812676,0.9879046288796552,-0.0524865105642521,0.0193942996705611,0.0189290534244907,2.7062854269454357,RADIAL,-0.0826674799012091,0.0187097176755503,0.0178422124690617,4.418424763792042,NEGATIVE,0.5331044415955042,1.8997649059158672,-17.124582120491304,-0.0797920604914932,0.3227261280648337,0.0108191895244522,0.0186221516589103,0.1731444023158778,0.0,-0.0562386606721133,-0.0524865105642521,0.0037521501078611
NGC7099,R_le_Rh,10,4.7085,56.6161,0.0760315212580101,0.91422070950316,-0.0870309351204573,0.0350358199098618,0.0338475351046318,2.4840558989161843,RADIAL,-0.1240473638583191,0.0230606090033898,0.0231736627062754,5.379188547886333,NEGATIVE,0.9391874078897852,0.2341988733992473,-26.633084340718632,-0.2117060272820141,0.52734375,0.0605298082351437,0.0384626134621807,0.6238196937914712,0.2274243234445608,-0.0884608451993068,-0.0870309351204573,0.0014299100788495
